station_id,time_norm,weather_idx,sports_flag,delay_minutes
62,0.0,0.1109,0.0,0.0
112,0.625,0.15,0.0,2.8629
109,0.666667,0.1625,0.0,3.2055
69,0.375,0.1625,0.0,0.2534
109,0.0,0.15,0.0,1.4844
5,0.75,0.15,0.0,0.833
135,0.458333,0.2435,0.0,2.846
82,0.666667,0.1638,0.0,0.7436
136,0.958333,0.1875,0.0,2.2668
63,0.291667,0.15,0.0,0.0
13,0.958333,0.15,0.0,0.0
74,0.791667,0.15,0.0,2.527
2,0.833333,0.2625,0.0,0.634
103,0.625,0.225,0.0,2.728
34,0.666667,0.155,0.0,3.0851
111,0.458333,0.185,0.0,0.6434
103,0.583333,0.15,0.0,1.3754
104,0.541667,0.1455,0.0,0.4777
90,0.458333,0.1625,0.0,0.0
45,0.041667,0.15,0.0,1.4997
79,0.666667,0.2435,0.0,2.922
25,0.666667,0.15,0.0,0.8421
87,0.916667,0.185,0.0,1.9934
1,0.958333,0.15,0.0,0.8312
39,0.875,0.15,0.0,0.0
68,0.416667,0.275,0.0,0.3428
14,0.625,0.15,0.0,0.0
137,0.708333,0.15,0.0,1.0606
73,0.458333,0.15,0.0,0.0
56,0.833333,0.15,0.0,0.0
110,0.916667,0.15,0.0,0.2074
88,0.0,0.185,0.0,0.7951
35,0.791667,0.1936,0.0,2.4792
114,0.666667,0.15,0.0,1.2239
129,0.375,0.2288,0.2,1.7577
116,0.291667,0.2412,0.0,0.0
41,0.041667,0.14,0.0,1.1242
137,0.25,0.15,0.0,1.6338
116,0.708333,0.15,0.0,0.3509
17,0.166667,0.1625,0.0,2.0304
78,0.875,0.15,0.0,0.0
115,0.25,0.15,0.0,0.0
15,0.208333,0.15,0.0,0.0
72,0.75,0.15,0.0,1.4593
31,0.416667,0.15,0.0,1.5769
53,0.916667,0.175,0.0,0.0
84,0.708333,0.15,0.0,2.7575
124,0.833333,0.2625,0.0,2.2184
77,0.958333,0.15,0.0,1.6008
37,0.916667,0.15,0.0,0.5751
66,0.083333,0.185,0.0,2.9265
19,0.0,0.1812,0.0,0.2403
14,0.416667,0.15,0.0,0.5557
57,0.25,0.15,0.0,0.0
119,0.833333,0.15,0.0,0.0
130,0.291667,0.2325,0.0,5.6597
21,0.666667,0.15,0.0,1.6571
84,0.458333,0.15,0.0,0.5396
87,0.833333,0.15,0.0,1.6519
28,0.916667,0.15,0.0,3.8965
136,0.291667,0.15,0.0,2.9593
19,0.333333,0.15,0.0,0.1779
38,0.875,0.0455,0.0,0.0
55,0.708333,0.19,0.0,1.5107
123,0.625,0.15,0.0,0.0
80,0.875,0.15,0.0,1.4033
10,0.125,0.15,0.2,0.0
100,0.25,0.15,0.0,1.3428
34,0.583333,0.15,0.0,0.0
71,0.625,0.1875,0.0,1.2509
60,0.0,0.15,0.0,0.0
107,0.083333,0.15,0.0,0.0
96,0.583333,0.15,0.0,1.0739
101,0.083333,0.15,0.0,2.4434
136,0.833333,0.1762,0.0,2.7306
92,0.333333,0.15,0.0,1.2143
47,0.416667,0.15,0.0,0.6203
68,0.583333,0.1875,0.0,0.0
35,0.166667,0.1625,0.0,0.0
28,0.166667,0.15,0.0,1.7217
102,0.083333,0.2987,0.0,0.0
119,0.791667,0.15,0.0,1.2489
58,0.208333,0.15,0.0,0.3051
103,0.583333,0.25,0.0,1.1488
132,0.458333,0.15,0.0,0.5533
98,0.958333,0.14,0.0,0.0
44,0.583333,0.15,0.0,0.0
83,0.125,0.1775,0.0,0.0
4,0.916667,0.15,0.0,0.0767
56,0.541667,0.15,0.0,1.6133
37,0.083333,0.15,0.0,0.8226
60,0.5,0.15,0.0,0.6538
59,0.916667,0.15,0.0,0.2848
101,0.708333,0.1775,0.0,2.7839
139,0.833333,0.15,0.0,0.0
41,0.125,0.2017,0.0,0.0
11,0.291667,0.15,0.0,0.0
92,0.75,0.15,0.0,3.8268
16,0.708333,0.15,0.0,3.3085
137,0.458333,0.45,0.0,0.0
42,0.875,0.2037,0.0,0.0
124,0.416667,0.1436,0.0,0.0
35,0.416667,0.1473,0.0,2.6597
32,0.458333,0.15,0.0,0.9574
63,0.458333,0.15,0.0,0.0
135,0.541667,0.2887,0.0,0.6119
108,0.666667,0.15,0.0,0.0
105,0.75,0.15,0.0,1.6934
129,0.208333,0.15,0.0,0.0
63,0.25,0.2338,0.0,0.0
75,0.583333,0.1575,0.0,0.0
87,0.25,0.1875,0.0,0.0
74,0.041667,0.15,0.0,0.0
101,0.916667,0.15,0.0,0.0
78,0.166667,0.15,0.0,0.8693
96,0.583333,0.15,0.0,1.1202
76,0.041667,0.1525,0.0,0.0
76,0.875,0.15,0.0,0.0
9,0.416667,0.15,0.0,2.8789
49,0.083333,0.15,0.0,0.0
50,0.416667,0.15,0.2,0.0
136,0.208333,0.15,0.0,0.0
126,0.208333,0.15,0.0,0.0
139,0.708333,0.15,0.0,0.0
80,0.5,0.15,0.0,0.0718
139,0.875,0.1875,0.0,0.4086
4,0.541667,0.3125,0.0,1.8087
26,0.458333,0.2,0.0,0.6348
9,0.875,0.25,0.0,0.0
90,0.0,0.17,0.0,1.8776
84,0.416667,0.2375,0.0,0.0
38,0.916667,0.0945,0.0,1.2117
46,0.375,0.15,0.0,0.0
110,0.291667,0.15,0.0,3.5589
133,0.625,0.15,0.0,0.0
8,0.625,0.15,0.3,0.0
139,0.208333,0.15,0.0,1.6694
7,0.166667,0.2,0.0,0.0
110,0.166667,0.285,0.0,0.0
138,0.5,0.15,0.0,1.3382
22,0.208333,0.213,0.0,0.0
23,0.875,0.3208,0.0,0.0
5,0.125,0.15,0.0,0.0
66,0.041667,0.15,0.0,1.692
85,0.0,0.15,0.0,0.0
48,0.583333,0.15,0.0,1.4279
69,0.416667,0.3525,0.0,0.8158
27,0.791667,0.15,0.0,0.0
3,0.708333,0.15,0.2,1.7512
116,0.833333,0.31,0.0,0.0
68,0.375,0.15,0.0,0.0
97,0.083333,0.1236,0.2,1.4463
76,0.916667,0.15,0.0,0.0
141,0.5,0.4125,0.0,0.0
79,0.75,0.15,0.0,3.5882
12,0.916667,0.15,0.0,1.2825
78,0.416667,0.15,0.0,1.9339
73,0.208333,0.15,0.3,1.185
117,0.0,0.1975,0.2,0.0
55,0.875,0.213,0.0,0.0
120,0.875,0.15,0.0,2.0388
18,0.708333,0.15,0.0,1.4608
110,0.875,0.15,0.0,0.5955
113,0.291667,0.1525,0.0,0.141
131,0.083333,0.1273,0.0,1.3413
55,0.625,0.15,0.0,0.207
59,0.416667,0.215,0.0,0.0
102,0.875,0.2012,0.0,0.7668
49,0.416667,0.1625,0.0,0.0104
8,0.833333,0.1905,0.0,1.7822
119,0.166667,0.15,0.0,0.0
75,0.166667,0.15,0.0,1.931
108,0.833333,0.15,0.0,0.0
22,0.041667,0.15,0.0,0.0
5,0.083333,0.15,0.0,0.0
133,0.666667,0.1888,0.0,0.0
23,0.25,0.15,0.0,0.0
38,0.25,0.15,0.0,0.0
49,0.916667,0.15,0.0,0.0437
92,0.708333,0.15,0.0,3.559
93,0.708333,0.15,0.0,3.281
63,0.333333,0.15,0.0,0.5073
122,0.583333,0.1625,0.0,2.2164
61,0.791667,0.15,0.2,3.0714
140,0.291667,0.1055,0.0,0.5861
89,0.041667,0.15,0.0,4.7683
81,0.083333,0.2625,0.0,1.4535
82,0.791667,0.15,0.0,1.9155
48,0.333333,0.0891,0.0,2.1851
47,0.875,0.2875,0.0,0.0
4,0.041667,0.235,0.0,0.0
67,0.041667,0.15,0.0,0.0
68,0.5,0.15,0.0,0.0
9,0.916667,0.15,0.0,0.4183
2,0.458333,0.235,0.0,0.2036
95,0.708333,0.15,0.0,0.4259
20,0.166667,0.15,0.0,0.0
109,0.166667,0.15,0.0,0.0
51,0.666667,0.19,0.0,1.127
133,0.25,0.1625,0.0,0.0
116,0.416667,0.0745,0.0,0.0
74,0.666667,0.15,0.0,0.7453
16,0.875,0.15,0.0,0.0
105,0.083333,0.15,0.0,0.5845
16,0.791667,0.15,0.0,2.6178
86,0.291667,0.15,0.0,0.7347
103,0.25,0.1161,0.0,0.0
88,0.0,0.15,0.0,0.8334
27,0.0,0.15,0.0,1.7363
81,0.416667,0.1145,0.0,1.1161
102,0.333333,0.15,0.0,0.0
6,0.208333,0.1613,0.0,0.0
47,0.875,0.1787,0.0,0.0
56,0.666667,0.15,0.0,1.7371
51,0.708333,0.225,0.0,2.8599
118,0.833333,0.2387,0.0,0.995
136,0.625,0.15,0.0,2.837
54,0.833333,0.1862,0.0,1.3857
130,0.916667,0.15,0.0,0.434
75,0.25,0.1925,0.0,0.0
21,0.333333,0.15,0.0,0.0
119,0.583333,0.3,0.0,0.0
79,0.541667,0.1962,0.0,0.0
93,0.541667,0.15,0.0,0.7939
117,0.708333,0.15,0.0,0.3993
41,0.458333,0.15,0.2,0.0
40,0.041667,0.15,0.0,1.3865
113,0.166667,0.0727,0.0,0.0
71,0.833333,0.3,0.0,0.0
59,0.083333,0.15,0.0,0.0
93,0.75,0.1687,0.0,1.4569
75,0.166667,0.1055,0.0,1.1034
140,0.583333,0.15,0.0,0.0
41,0.5,0.225,0.0,1.5026
64,0.916667,0.1787,0.0,1.3058
51,0.666667,0.15,0.0,2.6658
56,0.291667,0.15,0.0,2.5635
84,0.5,0.15,0.0,2.0705
27,0.333333,0.15,0.0,0.0
66,0.208333,0.1975,0.0,0.5103
46,0.25,0.15,0.0,1.1344
44,0.416667,0.2213,0.0,2.2273
23,0.041667,0.15,0.0,0.0
129,0.5,0.15,0.0,0.0
108,0.208333,0.08,0.0,0.5314
129,0.5,0.15,0.0,1.1119
77,0.0,0.15,0.0,0.0
106,0.208333,0.4,0.0,1.5683
102,0.541667,0.15,0.0,0.0
77,0.916667,0.2037,0.0,0.0
136,0.458333,0.15,0.0,1.6555
120,0.375,0.15,0.0,1.9615
100,0.541667,0.2937,0.0,0.0
115,0.25,0.15,0.0,0.8139
45,0.625,0.1875,0.0,0.0
141,0.166667,0.15,0.0,3.6677
89,0.208333,0.195,0.0,0.2248
90,0.166667,0.1273,0.0,0.6671
52,0.25,0.15,0.0,0.0
41,0.208333,0.15,0.0,0.0
6,0.333333,0.1625,0.0,3.9841
34,0.958333,0.15,0.0,0.0
17,0.708333,0.15,0.0,0.0
134,0.375,0.15,0.0,4.7337
124,0.0,0.15,0.0,0.3656
133,0.708333,0.15,0.0,1.0464
68,0.916667,0.15,0.0,0.0
101,0.708333,0.15,0.0,0.4969
72,0.083333,0.1862,0.0,1.1924
113,0.458333,0.1625,0.0,1.8739
15,0.458333,0.185,0.0,1.5671
46,0.375,0.45,0.0,1.1929
30,0.5,0.225,0.0,0.0
46,0.833333,0.1127,0.0,0.0
133,0.125,0.15,0.0,2.2311
101,0.0,0.15,0.0,0.0
38,0.041667,0.15,0.0,1.7005
46,0.041667,0.15,0.0,0.0
72,0.541667,0.2037,0.2,0.0
120,0.458333,0.15,0.0,0.0
106,0.875,0.15,0.0,0.0
10,0.375,0.1455,0.0,0.7133
65,0.0,0.15,0.0,0.0
77,0.583333,0.15,0.0,0.1866
29,0.041667,0.15,0.0,2.5782
44,0.541667,0.1625,0.0,0.0
92,0.583333,0.15,0.0,0.9527
48,0.666667,0.15,0.0,2.7804
9,0.875,0.15,0.0,0.409
140,0.083333,0.15,0.0,0.1659
26,0.791667,0.15,0.0,0.0
65,0.375,0.2375,0.0,1.2594
134,0.0,0.15,0.0,0.0
106,0.125,0.15,0.0,2.7026
66,0.375,0.3175,0.0,0.0
53,0.916667,0.1625,0.0,0.0
37,0.25,0.2857,0.0,0.0
23,0.291667,0.15,0.0,0.9418
23,0.75,0.15,0.0,0.0
120,0.208333,0.3137,0.2,0.0
85,0.958333,0.15,0.0,0.9194
119,0.875,0.15,0.0,1.5113
119,0.916667,0.15,0.0,2.9007
67,0.583333,0.15,0.0,0.0
4,0.25,0.15,0.0,0.0
15,0.583333,0.15,0.0,0.0197
92,0.0,0.15,0.0,0.0
35,0.333333,0.2087,0.0,6.2263
132,0.625,0.175,0.0,0.0679
5,0.625,0.15,0.0,0.0
8,0.166667,0.15,0.0,0.0
29,0.208333,0.15,0.0,1.9358
98,0.0,0.1625,0.0,0.0
30,0.916667,0.15,0.0,0.0
13,0.083333,0.1687,0.0,0.0
113,0.375,0.15,0.0,0.4016
114,0.166667,0.15,0.0,0.0399
93,0.375,0.15,0.0,2.964
113,0.25,0.15,0.0,2.5254
95,0.291667,0.15,0.0,0.3433
54,0.5,0.1625,0.0,0.0
109,0.333333,0.1625,0.0,3.2967
55,0.125,0.2288,0.0,0.0
53,0.083333,0.15,0.0,0.0
76,0.083333,0.3302,0.0,1.499
137,0.0,0.2375,0.0,0.0
107,0.541667,0.15,0.0,0.0
137,0.041667,0.15,0.0,0.8903
140,0.375,0.2837,0.0,0.3436
15,0.416667,0.15,0.0,0.2083
87,0.125,0.3737,0.0,0.5455
12,0.333333,0.3225,0.0,0.0
34,0.375,0.15,0.0,2.4793
81,0.25,0.1625,0.0,0.0
140,0.333333,0.12,0.0,1.6996
95,0.208333,0.15,0.0,0.0
31,0.625,0.15,0.0,0.0
112,0.583333,0.2125,0.0,0.0
136,0.041667,0.15,0.0,0.0
55,0.0,0.1091,0.0,0.0
90,0.958333,0.2225,0.0,1.8494
132,0.083333,0.15,0.0,0.0
125,0.166667,0.1273,0.0,0.6059
100,0.75,0.15,0.0,0.2764
133,0.916667,0.15,0.0,1.7856
82,0.25,0.15,0.0,0.0
112,0.625,0.1625,0.0,1.7156
136,0.208333,0.15,0.0,0.0
81,0.583333,0.15,0.0,0.0
73,0.541667,0.15,0.0,0.7724
59,0.291667,0.2175,0.0,1.6222
140,0.125,0.1109,0.0,0.0
19,0.666667,0.15,0.0,0.0
53,0.25,0.1525,0.0,0.4903
29,0.208333,0.15,0.0,0.0
55,0.916667,0.263,0.0,0.0
129,0.75,0.1775,0.0,3.4244
133,0.666667,0.175,0.0,0.0
123,0.208333,0.15,0.0,0.0
140,0.041667,0.15,0.0,1.293
112,0.208333,0.15,0.0,0.0
29,0.791667,0.2455,0.0,2.1163
77,0.875,0.15,0.0,0.6073
52,0.666667,0.15,0.0,0.9
43,0.333333,0.3688,0.0,0.9724
31,0.416667,0.175,0.0,0.0
65,0.166667,0.1812,0.0,0.0
28,0.791667,0.15,0.0,0.0
81,0.291667,0.0727,0.0,0.2619
118,0.916667,0.15,0.0,0.6933
122,0.208333,0.15,0.0,0.904
55,0.5,0.15,0.0,0.0
6,0.541667,0.15,0.0,0.0195
132,0.208333,0.15,0.0,1.042
52,0.083333,0.45,0.0,0.0
113,0.333333,0.0782,0.0,3.7992
92,0.791667,0.15,0.0,2.7615
16,0.083333,0.2112,0.0,1.4932
88,0.333333,0.15,0.0,0.1077
18,0.541667,0.28,0.0,2.3813
27,0.791667,0.15,0.0,1.4004
114,0.875,0.15,0.0,1.1182
101,0.75,0.15,0.0,0.0
84,0.25,0.15,0.0,0.0
133,0.75,0.175,0.0,0.0
73,0.875,0.1575,1.0,0.0
138,0.75,0.1737,0.0,3.2431
102,0.416667,0.15,0.0,3.5448
3,0.333333,0.25,0.0,0.0
102,0.0,0.2737,0.0,0.0
106,0.666667,0.15,0.0,0.2037
28,0.041667,0.15,0.0,2.678
62,0.625,0.1625,0.0,0.0
100,0.75,0.15,0.0,2.0636
53,0.166667,0.1525,0.0,0.0
76,0.291667,0.15,0.0,0.382
55,0.958333,0.1625,0.0,0.0
32,0.083333,0.15,0.0,3.144
15,0.875,0.1537,0.0,2.5588
56,0.666667,0.15,0.0,1.7954
103,0.166667,0.15,0.0,0.0
106,0.083333,0.1273,0.0,0.4926
55,0.583333,0.15,0.0,0.0376
100,0.666667,0.15,0.0,0.0
60,0.208333,0.23,0.0,0.0
16,0.0,0.15,0.0,0.0
40,0.708333,0.225,0.0,0.8965
33,0.25,0.15,0.0,0.0
129,0.791667,0.15,0.0,0.4778
52,0.541667,0.15,0.0,1.4531
122,0.541667,0.1625,0.0,0.4195
9,0.875,0.15,0.0,0.0
4,0.0,0.15,0.0,0.0
63,0.5,0.1625,0.0,0.0
51,0.458333,0.19,0.0,0.0
82,0.333333,0.15,0.0,2.2954
64,0.75,0.15,0.0,0.0
140,0.291667,0.15,0.0,1.8498
10,0.916667,0.2125,0.0,2.2746
17,0.625,0.15,0.0,0.5061
106,0.666667,0.1625,0.0,0.0201
61,0.583333,0.15,0.0,0.8829
31,0.916667,0.15,0.0,0.0
89,0.958333,0.15,0.0,0.0
1,0.333333,0.225,0.0,1.8148
32,0.75,0.15,0.0,0.7867
109,0.208333,0.15,0.0,0.0
60,0.708333,0.15,0.0,1.0082
80,0.125,0.15,0.0,0.0
99,0.708333,0.15,0.0,3.2688
82,0.166667,0.1255,0.0,0.0
96,0.125,0.2338,0.0,0.0
125,0.208333,0.38,0.0,0.0
103,0.25,0.15,0.0,0.0
48,0.333333,0.0855,0.0,3.5773
25,0.708333,0.15,0.0,0.0
105,0.083333,0.1164,0.0,0.0
19,0.541667,0.165,0.0,0.559
35,0.041667,0.15,0.0,0.0
13,0.833333,0.45,0.0,2.0369
19,0.375,0.3,0.0,2.309
34,0.25,0.1055,0.0,0.0
76,0.958333,0.15,0.0,0.0
17,0.916667,0.275,0.0,0.0
73,0.458333,0.15,0.0,0.0
90,0.375,0.15,0.0,1.59
111,0.625,0.15,0.0,2.0533
56,0.666667,0.15,0.0,0.0
11,0.166667,0.15,0.0,1.6168
77,0.208333,0.15,0.0,0.2189
85,0.625,0.15,0.0,1.7369
15,0.708333,0.15,0.0,1.2514
27,0.041667,0.185,0.0,0.7546
23,0.0,0.0655,0.0,0.9903
140,0.958333,0.15,0.0,0.0
72,0.291667,0.15,0.0,0.0
136,0.583333,0.15,0.0,1.5313
41,0.916667,0.15,0.0,0.0
48,0.5,0.15,0.0,1.6712
115,0.0,0.15,0.0,0.0
51,0.875,0.15,0.0,1.7871
32,0.458333,0.1937,0.0,0.1487
14,0.333333,0.15,0.0,0.2995
87,0.375,0.15,0.0,0.9468
36,0.208333,0.15,0.0,1.4828
42,0.666667,0.15,0.0,0.091
65,0.708333,0.225,0.0,1.8559
86,0.791667,0.15,0.0,1.7671
116,0.5,0.15,0.0,0.201
59,0.916667,0.15,0.0,0.0
74,0.583333,0.15,0.0,0.5396
43,0.625,0.15,0.0,0.0
113,0.333333,0.15,0.0,0.7389
48,0.708333,0.2,0.0,2.1922
53,0.083333,0.14,0.0,2.8544
18,0.125,0.15,0.0,1.5374
3,0.25,0.15,0.0,0.0
137,0.375,0.425,0.0,0.0
24,0.083333,0.15,0.0,0.0
117,0.458333,0.15,0.0,1.7346
27,0.666667,0.15,0.0,3.1346
13,0.041667,0.1975,0.0,0.0
104,0.541667,0.0764,0.0,0.203
58,0.958333,0.15,0.0,0.0
133,0.291667,0.1255,0.0,1.8897
24,0.375,0.15,0.0,0.0
111,0.291667,0.0436,0.0,2.8016
113,0.708333,0.15,0.0,1.4079
92,0.166667,0.15,0.0,0.4707
30,0.583333,0.3,0.0,0.0
92,0.125,0.15,0.0,0.0
36,0.541667,0.15,0.0,2.8344
63,0.541667,0.15,0.0,0.399
47,0.25,0.15,0.0,0.0
86,0.041667,0.1975,0.0,0.0
62,0.291667,0.15,0.0,0.0
118,0.291667,0.15,0.0,0.0
66,0.416667,0.3588,0.0,0.0
77,0.375,0.1361,0.0,1.0788
132,0.0,0.2887,0.0,0.0
141,0.375,0.15,0.0,1.0492
95,0.541667,0.205,0.0,1.1177
79,0.833333,0.15,0.0,0.0
84,0.041667,0.15,0.0,0.0
83,0.375,0.15,0.0,0.0
76,0.416667,0.15,0.0,0.0
138,0.625,0.15,0.0,0.0
57,0.416667,0.3875,0.0,0.0
44,0.916667,0.15,0.0,0.0
36,0.208333,0.15,0.0,0.0595
70,0.291667,0.175,0.0,0.0
103,0.416667,0.1345,0.0,0.41
91,0.166667,0.15,0.0,1.399
16,0.541667,0.15,0.0,0.0
57,0.0,0.15,0.0,0.9668
95,0.958333,0.15,0.0,1.2908
35,0.5,0.1309,0.0,1.1283
83,0.833333,0.15,0.0,0.0
90,0.5,0.1562,0.0,0.4252
82,0.75,0.15,0.0,3.3154
114,0.458333,0.0927,0.0,0.1025
61,0.75,0.15,0.0,0.0
8,0.333333,0.15,0.3,2.0053
139,0.375,0.45,0.2,1.9481
16,0.208333,0.15,0.0,0.0
97,0.375,0.1575,0.0,0.0
114,0.833333,0.195,0.0,0.6892
74,0.791667,0.15,0.0,0.0
54,0.375,0.2,0.0,0.7066
18,0.041667,0.1625,0.0,1.0178
48,0.125,0.1953,0.0,1.3079
114,0.75,0.15,0.0,0.0
136,0.791667,0.215,0.0,3.2171
130,0.375,0.15,0.0,0.9975
104,0.541667,0.2467,0.0,0.0
51,0.458333,0.1575,0.0,0.4957
35,0.583333,0.15,0.0,0.0
32,0.541667,0.15,0.0,0.0
88,0.458333,0.15,0.0,0.0
122,0.208333,0.15,0.0,0.6795
12,0.958333,0.15,0.0,0.0
62,0.958333,0.0582,0.0,0.0
43,0.208333,0.15,0.0,0.0486
124,0.0,0.15,0.0,0.6532
33,0.583333,0.15,0.0,0.9654
10,0.333333,0.0395,0.0,0.0
68,0.583333,0.15,0.0,0.0
94,0.0,0.15,0.0,1.5404
26,0.75,0.15,0.0,0.4562
77,0.875,0.15,0.0,0.0
4,0.333333,0.15,0.0,0.5176
103,0.625,0.15,0.0,2.244
14,0.125,0.15,0.0,0.0
29,0.75,0.15,0.0,0.1428
68,0.458333,0.2,0.0,0.0
91,0.708333,0.2125,0.0,0.0
95,0.125,0.15,0.0,0.0
59,0.958333,0.375,0.0,0.3681
73,0.583333,0.15,0.0,0.4345
45,0.166667,0.175,0.0,0.0
36,0.041667,0.15,0.0,0.2465
98,0.125,0.3725,0.0,0.0
27,0.875,0.15,0.0,0.3576
65,0.041667,0.15,0.0,1.1948
77,0.958333,0.1625,0.0,0.157
97,0.5,0.203,0.0,1.2814
108,0.291667,0.15,0.2,2.9796
48,0.25,0.2,0.0,0.0
1,0.791667,0.15,0.0,0.0
21,0.916667,0.2848,0.0,0.0
121,0.5,0.15,0.0,0.8186
118,0.916667,0.15,0.2,1.4978
35,0.583333,0.3625,0.0,1.2038
71,0.583333,0.15,0.0,3.6262
104,0.875,0.1825,0.0,0.651
76,0.083333,0.3745,0.0,1.684
27,0.833333,0.15,0.0,1.8393
73,0.416667,0.2,0.0,2.7773
42,0.625,0.15,0.0,0.4642
112,0.958333,0.15,0.0,0.8728
2,0.958333,0.15,0.0,0.0
138,0.916667,0.3375,0.0,0.0
24,0.208333,0.15,0.0,0.0
122,0.583333,0.3125,0.0,2.0375
32,0.125,0.15,0.0,0.0
57,0.0,0.15,0.0,0.0
66,0.333333,0.15,0.0,0.8754
72,0.291667,0.15,0.0,3.3747
65,0.541667,0.15,0.0,0.0
8,0.5,0.2875,0.0,0.6312
61,0.125,0.0782,0.0,0.0
79,0.458333,0.15,0.0,0.6462
42,0.041667,0.15,0.0,0.0
22,0.541667,0.15,0.0,0.0
69,0.291667,0.1625,0.0,1.1291
117,0.25,0.517,0.0,1.4468
50,0.291667,0.3287,0.0,2.1615
37,0.875,0.2475,0.0,0.0
48,0.916667,0.15,0.0,0.0
39,0.833333,0.165,0.0,0.2092
139,0.458333,0.15,0.0,0.7259
86,0.375,0.2075,0.0,1.5765
85,0.25,0.15,0.0,0.0
113,0.208333,0.1875,0.0,0.7017
10,0.25,0.15,0.0,0.1978
24,0.041667,0.1605,0.0,1.177
108,0.166667,0.15,0.0,0.0
131,0.791667,0.15,0.0,0.0
39,0.041667,0.278,0.0,0.0
105,0.416667,0.15,0.0,0.0
50,0.416667,0.15,0.0,1.2182
121,0.958333,0.1687,0.0,0.2979
